destination,passanger,weather,temperature,time,coupon,expiration,gender,age,maritalStatus,has_children,education,occupation,income,Bar,CoffeeHouse,CarryAway,RestaurantLessThan20,Restaurant20To50,toCoupon_GEQ15min,toCoupon_GEQ25min,direction_same,direction_opp,Y
home,alone,sunny,1.0,6pm,coffee house,2h,female,21.0,unmarried partner,1.0,some college - no degree,unemployed,$37500 - $49999,never,never,4~8,4~8,1~3,0.0,0.0,0.0,0.0,0.0
work,alone,sunny,1.0,7am,restaurant(20-50),1d,female,21.0,unmarried partner,1.0,some college - no degree,unemployed,$37500 - $49999,never,never,4~8,4~8,1~3,1.0,0.0,0.0,0.0,1.0
work,alone,sunny,0.5000000000000001,7am,restaurant(<20),1d,female,21.0,unmarried partner,1.0,some college - no degree,unemployed,$37500 - $49999,never,never,4~8,4~8,1~3,0.0,0.0,0.0,0.0,0.0
work,alone,sunny,0.5000000000000001,7am,coffee house,2h,female,21.0,unmarried partner,1.0,some college - no degree,unemployed,$37500 - $49999,never,never,4~8,4~8,1~3,1.0,0.0,0.0,0.0,1.0
no urgent place,alone,sunny,0.5000000000000001,2pm,restaurant(<20),1d,male,21.0,single,0.0,bachelors degree,architecture & engineering,$62500 - $74999,never,less1,4~8,4~8,less1,0.0,0.0,0.0,0.0,1.0
no urgent place,friend(s),sunny,1.0,10am,coffee house,2h,male,21.0,single,0.0,bachelors degree,architecture & engineering,$62500 - $74999,never,less1,4~8,4~8,less1,0.0,0.0,0.0,0.0,0.0
no urgent place,friend(s),sunny,1.0,10am,bar,1d,male,21.0,single,0.0,bachelors degree,architecture & engineering,$62500 - $74999,never,less1,4~8,4~8,less1,0.0,0.0,0.0,0.0,1.0
no urgent place,friend(s),sunny,1.0,10am,carry out & take away,2h,male,21.0,single,0.0,bachelors degree,architecture & engineering,$62500 - $74999,never,less1,4~8,4~8,less1,1.0,0.0,0.0,0.0,0.0
no urgent place,friend(s),sunny,1.0,2pm,coffee house,1d,male,21.0,single,0.0,bachelors degree,architecture & engineering,$62500 - $74999,never,less1,4~8,4~8,less1,0.0,0.0,0.0,0.0,0.0
no urgent place,friend(s),sunny,1.0,2pm,coffee house,2h,male,21.0,single,0.0,bachelors degree,architecture & engineering,$62500 - $74999,never,less1,4~8,4~8,less1,1.0,0.0,0.0,0.0,0.0
no urgent place,friend(s),sunny,1.0,2pm,coffee house,1d,male,21.0,single,0.0,bachelors degree,architecture & engineering,$62500 - $74999,never,less1,4~8,4~8,less1,1.0,0.0,0.0,0.0,0.0
no urgent place,friend(s),sunny,1.0,2pm,restaurant(<20),1d,male,21.0,single,0.0,bachelors degree,architecture & engineering,$62500 - $74999,never,less1,4~8,4~8,less1,1.0,0.0,0.0,0.0,1.0
no urgent place,friend(s),sunny,1.0,6pm,coffee house,2h,male,21.0,single,0.0,bachelors degree,architecture & engineering,$62500 - $74999,never,less1,4~8,4~8,less1,0.0,0.0,0.0,0.0,0.0
no urgent place,friend(s),sunny,1.0,6pm,restaurant(<20),2h,male,21.0,single,0.0,bachelors degree,architecture & engineering,$62500 - $74999,never,less1,4~8,4~8,less1,1.0,0.0,0.0,0.0,1.0
no urgent place,friend(s),sunny,0.5000000000000001,2pm,coffee house,2h,male,21.0,single,0.0,bachelors degree,architecture & engineering,$62500 - $74999,never,less1,4~8,4~8,less1,0.0,0.0,0.0,0.0,0.0
no urgent place,friend(s),sunny,0.5000000000000001,2pm,carry out & take away,1d,male,21.0,single,0.0,bachelors degree,architecture & engineering,$62500 - $74999,never,less1,4~8,4~8,less1,1.0,0.0,0.0,0.0,1.0
no urgent place,alone,sunny,0.5000000000000001,10am,coffee house,2h,male,21.0,single,0.0,bachelors degree,architecture & engineering,$62500 - $74999,never,less1,4~8,4~8,less1,0.0,0.0,0.0,0.0,0.0
home,alone,sunny,0.5000000000000001,6pm,restaurant(20-50),1d,male,21.0,single,0.0,bachelors degree,architecture & engineering,$62500 - $74999,never,less1,4~8,4~8,less1,1.0,0.0,0.0,0.0,0.0
home,alone,sunny,1.0,6pm,coffee house,2h,male,21.0,single,0.0,bachelors degree,architecture & engineering,$62500 - $74999,never,less1,4~8,4~8,less1,0.0,0.0,0.0,0.0,0.0
work,alone,sunny,1.0,7am,restaurant(20-50),1d,male,21.0,single,0.0,bachelors degree,architecture & engineering,$62500 - $74999,never,less1,4~8,4~8,less1,1.0,0.0,0.0,0.0,0.0
work,alone,sunny,0.5000000000000001,7am,restaurant(<20),1d,male,21.0,single,0.0,bachelors degree,architecture & engineering,$62500 - $74999,never,less1,4~8,4~8,less1,0.0,0.0,0.0,0.0,1.0
work,alone,sunny,0.5000000000000001,7am,coffee house,2h,male,21.0,single,0.0,bachelors degree,architecture & engineering,$62500 - $74999,never,less1,4~8,4~8,less1,1.0,0.0,0.0,0.0,0.0
no urgent place,alone,sunny,0.5000000000000001,2pm,restaurant(<20),1d,male,46.0,single,0.0,some college - no degree,student,$12500 - $24999,never,4~8,1~3,1~3,never,0.0,0.0,0.0,0.0,1.0
no urgent place,friend(s),sunny,1.0,10am,coffee house,2h,male,46.0,single,0.0,some college - no degree,student,$12500 - $24999,never,4~8,1~3,1~3,never,0.0,0.0,0.0,0.0,1.0
no urgent place,friend(s),sunny,1.0,10am,bar,1d,male,46.0,single,0.0,some college - no degree,student,$12500 - $24999,never,4~8,1~3,1~3,never,0.0,0.0,0.0,0.0,0.0
no urgent place,friend(s),sunny,1.0,10am,carry out & take away,2h,male,46.0,single,0.0,some college - no degree,student,$12500 - $24999,never,4~8,1~3,1~3,never,1.0,0.0,0.0,0.0,1.0
no urgent place,friend(s),sunny,1.0,2pm,coffee house,1d,male,46.0,single,0.0,some college - no degree,student,$12500 - $24999,never,4~8,1~3,1~3,never,0.0,0.0,0.0,0.0,1.0
no urgent place,friend(s),sunny,1.0,2pm,coffee house,2h,male,46.0,single,0.0,some college - no degree,student,$12500 - $24999,never,4~8,1~3,1~3,never,1.0,0.0,0.0,0.0,1.0
no urgent place,friend(s),sunny,1.0,2pm,coffee house,1d,male,46.0,single,0.0,some college - no degree,student,$12500 - $24999,never,4~8,1~3,1~3,never,1.0,0.0,0.0,0.0,0.0
no urgent place,friend(s),sunny,1.0,2pm,restaurant(<20),1d,male,46.0,single,0.0,some college - no degree,student,$12500 - $24999,never,4~8,1~3,1~3,never,1.0,0.0,0.0,0.0,1.0
no urgent place,friend(s),sunny,1.0,6pm,coffee house,2h,male,46.0,single,0.0,some college - no degree,student,$12500 - $24999,never,4~8,1~3,1~3,never,0.0,0.0,0.0,0.0,0.0
no urgent place,friend(s),sunny,1.0,6pm,restaurant(<20),2h,male,46.0,single,0.0,some college - no degree,student,$12500 - $24999,never,4~8,1~3,1~3,never,1.0,0.0,0.0,0.0,1.0
no urgent place,friend(s),sunny,0.5000000000000001,2pm,coffee house,2h,male,46.0,single,0.0,some college - no degree,student,$12500 - $24999,never,4~8,1~3,1~3,never,0.0,0.0,0.0,0.0,1.0
no urgent place,friend(s),sunny,0.5000000000000001,2pm,carry out & take away,1d,male,46.0,single,0.0,some college - no degree,student,$12500 - $24999,never,4~8,1~3,1~3,never,1.0,0.0,0.0,0.0,1.0
no urgent place,alone,sunny,0.5000000000000001,10am,coffee house,2h,male,46.0,single,0.0,some college - no degree,student,$12500 - $24999,never,4~8,1~3,1~3,never,0.0,0.0,0.0,0.0,1.0
home,alone,sunny,0.5000000000000001,6pm,restaurant(20-50),1d,male,46.0,single,0.0,some college - no degree,student,$12500 - $24999,never,4~8,1~3,1~3,never,1.0,0.0,0.0,0.0,0.0
home,alone,sunny,1.0,6pm,coffee house,2h,male,46.0,single,0.0,some college - no degree,student,$12500 - $24999,never,4~8,1~3,1~3,never,0.0,0.0,0.0,0.0,0.0
work,alone,sunny,1.0,7am,restaurant(20-50),1d,male,46.0,single,0.0,some college - no degree,student,$12500 - $24999,never,4~8,1~3,1~3,never,1.0,0.0,0.0,0.0,0.0
work,alone,sunny,0.5000000000000001,7am,restaurant(<20),1d,male,46.0,single,0.0,some college - no degree,student,$12500 - $24999,never,4~8,1~3,1~3,never,0.0,0.0,0.0,0.0,0.0
work,alone,sunny,0.5000000000000001,7am,coffee house,2h,male,46.0,single,0.0,some college - no degree,student,$12500 - $24999,never,4~8,1~3,1~3,never,1.0,0.0,0.0,0.0,0.0
no urgent place,alone,sunny,0.5000000000000001,2pm,restaurant(<20),1d,male,46.0,married partner,1.0,bachelors degree,education&training&library,$75000 - $87499,less1,1~3,1~3,1~3,less1,0.0,0.0,0.0,0.0,1.0
no urgent place,friend(s),sunny,1.0,10am,coffee house,2h,male,46.0,married partner,1.0,bachelors degree,education&training&library,$75000 - $87499,less1,1~3,1~3,1~3,less1,0.0,0.0,0.0,0.0,1.0
no urgent place,friend(s),sunny,1.0,10am,carry out & take away,2h,male,46.0,married partner,1.0,bachelors degree,education&training&library,$75000 - $87499,less1,1~3,1~3,1~3,less1,1.0,0.0,0.0,0.0,1.0
no urgent place,friend(s),sunny,1.0,2pm,coffee house,2h,male,46.0,married partner,1.0,bachelors degree,education&training&library,$75000 - $87499,less1,1~3,1~3,1~3,less1,1.0,0.0,0.0,0.0,1.0
no urgent place,friend(s),sunny,1.0,2pm,coffee house,1d,male,46.0,married partner,1.0,bachelors degree,education&training&library,$75000 - $87499,less1,1~3,1~3,1~3,less1,1.0,0.0,0.0,0.0,1.0
no urgent place,friend(s),sunny,1.0,6pm,restaurant(<20),2h,male,46.0,married partner,1.0,bachelors degree,education&training&library,$75000 - $87499,less1,1~3,1~3,1~3,less1,1.0,0.0,0.0,0.0,1.0
no urgent place,friend(s),sunny,0.5000000000000001,2pm,carry out & take away,1d,male,46.0,married partner,1.0,bachelors degree,education&training&library,$75000 - $87499,less1,1~3,1~3,1~3,less1,1.0,0.0,0.0,0.0,1.0
no urgent place,kid(s),sunny,1.0,10am,restaurant(<20),2h,male,46.0,married partner,1.0,bachelors degree,education&training&library,$75000 - $87499,less1,1~3,1~3,1~3,less1,1.0,0.0,0.0,0.0,1.0
no urgent place,kid(s),sunny,1.0,10am,carry out & take away,2h,male,46.0,married partner,1.0,bachelors degree,education&training&library,$75000 - $87499,less1,1~3,1~3,1~3,less1,1.0,0.0,0.0,0.0,1.0
no urgent place,kid(s),sunny,1.0,10am,bar,1d,male,46.0,married partner,1.0,bachelors degree,education&training&library,$75000 - $87499,less1,1~3,1~3,1~3,less1,1.0,0.0,0.0,0.0,1.0
no urgent place,kid(s),sunny,1.0,2pm,restaurant(<20),1d,male,46.0,married partner,1.0,bachelors degree,education&training&library,$75000 - $87499,less1,1~3,1~3,1~3,less1,0.0,0.0,0.0,0.0,1.0
no urgent place,kid(s),sunny,0.5000000000000001,2pm,restaurant(<20),1d,male,46.0,married partner,1.0,bachelors degree,education&training&library,$75000 - $87499,less1,1~3,1~3,1~3,less1,1.0,0.0,0.0,0.0,1.0
no urgent place,kid(s),sunny,0.5000000000000001,6pm,coffee house,2h,male,46.0,married partner,1.0,bachelors degree,education&training&library,$75000 - $87499,less1,1~3,1~3,1~3,less1,1.0,0.0,0.0,0.0,0.0
home,alone,sunny,0.5000000000000001,6pm,restaurant(20-50),1d,male,46.0,married partner,1.0,bachelors degree,education&training&library,$75000 - $87499,less1,1~3,1~3,1~3,less1,1.0,0.0,0.0,0.0,0.0
home,alone,sunny,1.0,6pm,coffee house,2h,male,46.0,married partner,1.0,bachelors degree,education&training&library,$75000 - $87499,less1,1~3,1~3,1~3,less1,0.0,0.0,0.0,0.0,1.0
work,alone,sunny,1.0,7am,restaurant(20-50),1d,male,46.0,married partner,1.0,bachelors degree,education&training&library,$75000 - $87499,less1,1~3,1~3,1~3,less1,1.0,0.0,0.0,0.0,1.0
work,alone,sunny,0.5000000000000001,7am,restaurant(<20),1d,male,46.0,married partner,1.0,bachelors degree,education&training&library,$75000 - $87499,less1,1~3,1~3,1~3,less1,0.0,0.0,0.0,0.0,1.0
work,alone,sunny,0.5000000000000001,7am,coffee house,2h,male,46.0,married partner,1.0,bachelors degree,education&training&library,$75000 - $87499,less1,1~3,1~3,1~3,less1,1.0,0.0,0.0,0.0,0.0
no urgent place,alone,sunny,0.5000000000000001,2pm,restaurant(<20),1d,male,21.0,single,0.0,associates degree,student,$12500 - $24999,1~3,less1,1~3,less1,1~3,0.0,0.0,0.0,0.0,0.0
no urgent place,friend(s),sunny,1.0,10am,coffee house,2h,male,21.0,single,0.0,associates degree,student,$12500 - $24999,1~3,less1,1~3,less1,1~3,0.0,0.0,0.0,0.0,1.0
no urgent place,friend(s),sunny,1.0,10am,bar,1d,male,21.0,single,0.0,associates degree,student,$12500 - $24999,1~3,less1,1~3,less1,1~3,0.0,0.0,0.0,0.0,1.0
no urgent place,friend(s),sunny,1.0,10am,carry out & take away,2h,male,21.0,single,0.0,associates degree,student,$12500 - $24999,1~3,less1,1~3,less1,1~3,1.0,0.0,0.0,0.0,1.0
no urgent place,friend(s),sunny,1.0,2pm,coffee house,1d,male,21.0,single,0.0,associates degree,student,$12500 - $24999,1~3,less1,1~3,less1,1~3,0.0,0.0,0.0,0.0,1.0
no urgent place,friend(s),sunny,1.0,2pm,coffee house,2h,male,21.0,single,0.0,associates degree,student,$12500 - $24999,1~3,less1,1~3,less1,1~3,1.0,0.0,0.0,0.0,1.0
no urgent place,friend(s),sunny,1.0,2pm,coffee house,1d,male,21.0,single,0.0,associates degree,student,$12500 - $24999,1~3,less1,1~3,less1,1~3,1.0,0.0,0.0,0.0,1.0
no urgent place,friend(s),sunny,1.0,2pm,restaurant(<20),1d,male,21.0,single,0.0,associates degree,student,$12500 - $24999,1~3,less1,1~3,less1,1~3,1.0,0.0,0.0,0.0,1.0
no urgent place,friend(s),sunny,1.0,6pm,coffee house,2h,male,21.0,single,0.0,associates degree,student,$12500 - $24999,1~3,less1,1~3,less1,1~3,0.0,0.0,0.0,0.0,1.0
no urgent place,friend(s),sunny,1.0,6pm,restaurant(<20),2h,male,21.0,single,0.0,associates degree,student,$12500 - $24999,1~3,less1,1~3,less1,1~3,1.0,0.0,0.0,0.0,1.0
no urgent place,friend(s),sunny,0.5000000000000001,2pm,coffee house,2h,male,21.0,single,0.0,associates degree,student,$12500 - $24999,1~3,less1,1~3,less1,1~3,0.0,0.0,0.0,0.0,1.0
no urgent place,friend(s),sunny,0.5000000000000001,2pm,carry out & take away,1d,male,21.0,single,0.0,associates degree,student,$12500 - $24999,1~3,less1,1~3,less1,1~3,1.0,0.0,0.0,0.0,1.0
no urgent place,alone,sunny,0.5000000000000001,10am,coffee house,2h,male,21.0,single,0.0,associates degree,student,$12500 - $24999,1~3,less1,1~3,less1,1~3,0.0,0.0,0.0,0.0,1.0
home,alone,sunny,0.5000000000000001,6pm,restaurant(20-50),1d,male,21.0,single,0.0,associates degree,student,$12500 - $24999,1~3,less1,1~3,less1,1~3,1.0,0.0,0.0,0.0,1.0
home,alone,sunny,1.0,6pm,coffee house,2h,male,21.0,single,0.0,associates degree,student,$12500 - $24999,1~3,less1,1~3,less1,1~3,0.0,0.0,0.0,0.0,1.0
work,alone,sunny,1.0,7am,restaurant(20-50),1d,male,21.0,single,0.0,associates degree,student,$12500 - $24999,1~3,less1,1~3,less1,1~3,1.0,0.0,0.0,0.0,1.0
work,alone,sunny,0.5000000000000001,7am,restaurant(<20),1d,male,21.0,single,0.0,associates degree,student,$12500 - $24999,1~3,less1,1~3,less1,1~3,0.0,0.0,0.0,0.0,1.0
work,alone,sunny,0.5000000000000001,7am,coffee house,2h,male,21.0,single,0.0,associates degree,student,$12500 - $24999,1~3,less1,1~3,less1,1~3,1.0,0.0,0.0,0.0,1.0
no urgent place,alone,sunny,0.5000000000000001,2pm,restaurant(<20),1d,male,26.0,unmarried partner,0.0,bachelors degree,student,$50000 - $62499,1~3,gt8,4~8,1~3,less1,0.0,0.0,0.0,0.0,1.0
no urgent place,friend(s),sunny,1.0,10am,coffee house,2h,male,26.0,unmarried partner,0.0,bachelors degree,student,$50000 - $62499,1~3,gt8,4~8,1~3,less1,0.0,0.0,0.0,0.0,1.0
no urgent place,friend(s),sunny,1.0,10am,bar,1d,male,26.0,unmarried partner,0.0,bachelors degree,student,$50000 - $62499,1~3,gt8,4~8,1~3,less1,0.0,0.0,0.0,0.0,1.0
no urgent place,friend(s),sunny,1.0,10am,carry out & take away,2h,male,26.0,unmarried partner,0.0,bachelors degree,student,$50000 - $62499,1~3,gt8,4~8,1~3,less1,1.0,0.0,0.0,0.0,0.0
no urgent place,friend(s),sunny,1.0,2pm,coffee house,1d,male,26.0,unmarried partner,0.0,bachelors degree,student,$50000 - $62499,1~3,gt8,4~8,1~3,less1,0.0,0.0,0.0,0.0,1.0
no urgent place,friend(s),sunny,1.0,2pm,coffee house,2h,male,26.0,unmarried partner,0.0,bachelors degree,student,$50000 - $62499,1~3,gt8,4~8,1~3,less1,1.0,0.0,0.0,0.0,0.0
no urgent place,friend(s),sunny,1.0,2pm,coffee house,1d,male,26.0,unmarried partner,0.0,bachelors degree,student,$50000 - $62499,1~3,gt8,4~8,1~3,less1,1.0,0.0,0.0,0.0,1.0
no urgent place,friend(s),sunny,1.0,2pm,restaurant(<20),1d,male,26.0,unmarried partner,0.0,bachelors degree,student,$50000 - $62499,1~3,gt8,4~8,1~3,less1,1.0,0.0,0.0,0.0,1.0
no urgent place,friend(s),sunny,1.0,6pm,coffee house,2h,male,26.0,unmarried partner,0.0,bachelors degree,student,$50000 - $62499,1~3,gt8,4~8,1~3,less1,0.0,0.0,0.0,0.0,0.0
no urgent place,friend(s),sunny,1.0,6pm,restaurant(<20),2h,male,26.0,unmarried partner,0.0,bachelors degree,student,$50000 - $62499,1~3,gt8,4~8,1~3,less1,1.0,0.0,0.0,0.0,0.0
no urgent place,friend(s),sunny,0.5000000000000001,2pm,coffee house,2h,male,26.0,unmarried partner,0.0,bachelors degree,student,$50000 - $62499,1~3,gt8,4~8,1~3,less1,0.0,0.0,0.0,0.0,0.0
no urgent place,friend(s),sunny,0.5000000000000001,2pm,carry out & take away,1d,male,26.0,unmarried partner,0.0,bachelors degree,student,$50000 - $62499,1~3,gt8,4~8,1~3,less1,1.0,0.0,0.0,0.0,1.0
no urgent place,alone,sunny,0.5000000000000001,10am,coffee house,2h,male,26.0,unmarried partner,0.0,bachelors degree,student,$50000 - $62499,1~3,gt8,4~8,1~3,less1,0.0,0.0,0.0,0.0,0.0
home,alone,sunny,0.5000000000000001,6pm,restaurant(20-50),1d,male,26.0,unmarried partner,0.0,bachelors degree,student,$50000 - $62499,1~3,gt8,4~8,1~3,less1,1.0,0.0,0.0,0.0,0.0
home,alone,sunny,1.0,6pm,coffee house,2h,male,26.0,unmarried partner,0.0,bachelors degree,student,$50000 - $62499,1~3,gt8,4~8,1~3,less1,0.0,0.0,0.0,0.0,0.0
work,alone,sunny,1.0,7am,restaurant(20-50),1d,male,26.0,unmarried partner,0.0,bachelors degree,student,$50000 - $62499,1~3,gt8,4~8,1~3,less1,1.0,0.0,0.0,0.0,0.0
work,alone,sunny,0.5000000000000001,7am,restaurant(<20),1d,male,26.0,unmarried partner,0.0,bachelors degree,student,$50000 - $62499,1~3,gt8,4~8,1~3,less1,0.0,0.0,0.0,0.0,1.0
work,alone,sunny,0.5000000000000001,7am,coffee house,2h,male,26.0,unmarried partner,0.0,bachelors degree,student,$50000 - $62499,1~3,gt8,4~8,1~3,less1,1.0,0.0,0.0,0.0,1.0
no urgent place,alone,sunny,0.5000000000000001,2pm,restaurant(<20),1d,female,26.0,married partner,1.0,some college - no degree,unemployed,$62500 - $74999,never,less1,gt8,4~8,never,0.0,0.0,0.0,0.0,1.0
no urgent place,friend(s),sunny,1.0,10am,coffee house,2h,female,26.0,married partner,1.0,some college - no degree,unemployed,$62500 - $74999,never,less1,gt8,4~8,never,0.0,0.0,0.0,0.0,1.0
no urgent place,friend(s),sunny,1.0,10am,carry out & take away,2h,female,26.0,married partner,1.0,some college - no degree,unemployed,$62500 - $74999,never,less1,gt8,4~8,never,1.0,0.0,0.0,0.0,1.0
no urgent place,friend(s),sunny,1.0,2pm,coffee house,2h,female,26.0,married partner,1.0,some college - no degree,unemployed,$62500 - $74999,never,less1,gt8,4~8,never,1.0,0.0,0.0,0.0,1.0
no urgent place,friend(s),sunny,1.0,2pm,coffee house,1d,female,26.0,married partner,1.0,some college - no degree,unemployed,$62500 - $74999,never,less1,gt8,4~8,never,1.0,0.0,0.0,0.0,1.0
no urgent place,friend(s),sunny,1.0,6pm,restaurant(<20),2h,female,26.0,married partner,1.0,some college - no degree,unemployed,$62500 - $74999,never,less1,gt8,4~8,never,1.0,0.0,0.0,0.0,1.0
no urgent place,friend(s),sunny,0.5000000000000001,2pm,carry out & take away,1d,female,26.0,married partner,1.0,some college - no degree,unemployed,$62500 - $74999,never,less1,gt8,4~8,never,1.0,0.0,0.0,0.0,1.0
no urgent place,kid(s),sunny,1.0,10am,restaurant(<20),2h,female,26.0,married partner,1.0,some college - no degree,unemployed,$62500 - $74999,never,less1,gt8,4~8,never,1.0,0.0,0.0,0.0,1.0
no urgent place,kid(s),sunny,1.0,10am,carry out & take away,2h,female,26.0,married partner,1.0,some college - no degree,unemployed,$62500 - $74999,never,less1,gt8,4~8,never,1.0,0.0,0.0,0.0,1.0
no urgent place,kid(s),sunny,1.0,10am,bar,1d,female,26.0,married partner,1.0,some college - no degree,unemployed,$62500 - $74999,never,less1,gt8,4~8,never,1.0,0.0,0.0,0.0,0.0
no urgent place,kid(s),sunny,1.0,2pm,restaurant(<20),1d,female,26.0,married partner,1.0,some college - no degree,unemployed,$62500 - $74999,never,less1,gt8,4~8,never,0.0,0.0,0.0,0.0,1.0
no urgent place,kid(s),sunny,0.5000000000000001,2pm,restaurant(<20),1d,female,26.0,married partner,1.0,some college - no degree,unemployed,$62500 - $74999,never,less1,gt8,4~8,never,1.0,0.0,0.0,0.0,1.0
no urgent place,kid(s),sunny,0.5000000000000001,6pm,coffee house,2h,female,26.0,married partner,1.0,some college - no degree,unemployed,$62500 - $74999,never,less1,gt8,4~8,never,1.0,0.0,0.0,0.0,0.0
home,alone,sunny,0.5000000000000001,6pm,restaurant(20-50),1d,female,26.0,married partner,1.0,some college - no degree,unemployed,$62500 - $74999,never,less1,gt8,4~8,never,1.0,0.0,0.0,0.0,0.0
home,alone,sunny,1.0,6pm,coffee house,2h,female,26.0,married partner,1.0,some college - no degree,unemployed,$62500 - $74999,never,less1,gt8,4~8,never,0.0,0.0,0.0,0.0,0.0
work,alone,sunny,1.0,7am,restaurant(20-50),1d,female,26.0,married partner,1.0,some college - no degree,unemployed,$62500 - $74999,never,less1,gt8,4~8,never,1.0,0.0,0.0,0.0,0.0
work,alone,sunny,0.5000000000000001,7am,restaurant(<20),1d,female,26.0,married partner,1.0,some college - no degree,unemployed,$62500 - $74999,never,less1,gt8,4~8,never,0.0,0.0,0.0,0.0,1.0
work,alone,sunny,0.5000000000000001,7am,coffee house,2h,female,26.0,married partner,1.0,some college - no degree,unemployed,$62500 - $74999,never,less1,gt8,4~8,never,1.0,0.0,0.0,0.0,0.0
no urgent place,alone,sunny,0.5000000000000001,2pm,restaurant(<20),1d,male,26.0,single,0.0,some college - no degree,healthcare support,$37500 - $49999,gt8,gt8,gt8,gt8,gt8,0.0,0.0,0.0,0.0,1.0
no urgent place,friend(s),sunny,1.0,10am,coffee house,2h,male,26.0,single,0.0,some college - no degree,healthcare support,$37500 - $49999,gt8,gt8,gt8,gt8,gt8,0.0,0.0,0.0,0.0,0.0
no urgent place,friend(s),sunny,1.0,10am,bar,1d,male,26.0,single,0.0,some college - no degree,healthcare support,$37500 - $49999,gt8,gt8,gt8,gt8,gt8,0.0,0.0,0.0,0.0,1.0
no urgent place,friend(s),sunny,1.0,10am,carry out & take away,2h,male,26.0,single,0.0,some college - no degree,healthcare support,$37500 - $49999,gt8,gt8,gt8,gt8,gt8,1.0,0.0,0.0,0.0,0.0
no urgent place,friend(s),sunny,1.0,2pm,coffee house,1d,male,26.0,single,0.0,some college - no degree,healthcare support,$37500 - $49999,gt8,gt8,gt8,gt8,gt8,0.0,0.0,0.0,0.0,1.0
no urgent place,friend(s),sunny,1.0,2pm,coffee house,2h,male,26.0,single,0.0,some college - no degree,healthcare support,$37500 - $49999,gt8,gt8,gt8,gt8,gt8,1.0,0.0,0.0,0.0,0.0
no urgent place,friend(s),sunny,1.0,2pm,coffee house,1d,male,26.0,single,0.0,some college - no degree,healthcare support,$37500 - $49999,gt8,gt8,gt8,gt8,gt8,1.0,0.0,0.0,0.0,1.0
