destination,passanger,weather,temperature,time,coupon,expiration,gender,age,maritalStatus,has_children,education,occupation,income,Bar,CoffeeHouse,CarryAway,RestaurantLessThan20,Restaurant20To50,toCoupon_GEQ15min,toCoupon_GEQ25min,direction_same,direction_opp,Y
2,0,2,80,4,1,1,1,1,2,0,5,11,3,2,2,2,2,2,0,0,1,0,0
2,0,2,55,4,4,0,1,1,2,0,5,11,3,2,2,2,2,2,0,0,0,1,1
2,0,2,55,4,2,1,1,1,2,0,5,11,3,2,2,2,2,2,1,0,0,1,0
1,0,2,55,2,4,0,0,1,2,1,0,10,2,4,0,1,0,3,0,0,0,1,1
1,1,2,80,0,2,1,0,1,2,1,0,10,2,4,0,1,0,3,0,0,0,1,1
1,1,2,80,0,0,0,0,1,2,1,0,10,2,4,0,1,0,3,0,0,0,1,0
1,1,2,80,0,1,1,0,1,2,1,0,10,2,4,0,1,0,3,1,0,0,1,1
1,1,2,80,2,2,0,0,1,2,1,0,10,2,4,0,1,0,3,0,0,0,1,1
1,1,2,80,2,2,1,0,1,2,1,0,10,2,4,0,1,0,3,1,0,0,1,1
1,1,2,80,2,2,0,0,1,2,1,0,10,2,4,0,1,0,3,1,0,0,1,1
1,1,2,80,2,4,0,0,1,2,1,0,10,2,4,0,1,0,3,1,0,0,1,1
1,1,2,80,3,2,1,0,1,2,1,0,10,2,4,0,1,0,3,0,0,0,1,1
1,1,2,80,3,4,1,0,1,2,1,0,10,2,4,0,1,0,3,1,0,0,1,1
1,1,2,55,2,2,1,0,1,2,1,0,10,2,4,0,1,0,3,0,0,0,1,1
1,1,2,55,2,1,0,0,1,2,1,0,10,2,4,0,1,0,3,1,0,0,1,1
0,0,2,80,3,2,1,0,1,2,1,0,10,2,4,0,1,0,3,0,0,0,1,1
2,0,2,55,4,0,0,0,1,2,1,0,10,2,4,0,1,0,3,1,1,0,1,1
2,0,2,80,4,3,0,0,1,2,1,0,10,2,4,0,1,0,3,1,0,0,1,1
2,0,2,80,4,1,1,0,1,2,1,0,10,2,4,0,1,0,3,0,0,1,0,1
2,0,2,55,4,4,0,0,1,2,1,0,10,2,4,0,1,0,3,0,0,0,1,1
1,0,2,55,2,4,0,1,0,2,0,5,21,0,3,4,2,0,3,0,0,0,1,1
1,1,2,80,0,2,1,1,0,2,0,5,21,0,3,4,2,0,3,0,0,0,1,0
1,1,2,80,0,0,0,1,0,2,0,5,21,0,3,4,2,0,3,0,0,0,1,0
1,1,2,80,0,1,1,1,0,2,0,5,21,0,3,4,2,0,3,1,0,0,1,1
1,1,2,80,2,2,0,1,0,2,0,5,21,0,3,4,2,0,3,0,0,0,1,0
1,1,2,80,2,2,1,1,0,2,0,5,21,0,3,4,2,0,3,1,0,0,1,0
1,1,2,80,2,2,0,1,0,2,0,5,21,0,3,4,2,0,3,1,0,0,1,0
1,1,2,80,2,4,0,1,0,2,0,5,21,0,3,4,2,0,3,1,0,0,1,1
1,1,2,80,3,2,1,1,0,2,0,5,21,0,3,4,2,0,3,0,0,0,1,0
1,1,2,80,3,4,1,1,0,2,0,5,21,0,3,4,2,0,3,1,0,0,1,1
1,1,2,55,2,2,1,1,0,2,0,5,21,0,3,4,2,0,3,0,0,0,1,0
1,1,2,55,2,1,0,1,0,2,0,5,21,0,3,4,2,0,3,1,0,0,1,1
1,0,2,55,0,2,1,1,0,2,0,5,21,0,3,4,2,0,3,0,0,0,1,0
0,0,2,55,3,0,0,1,0,2,0,5,21,0,3,4,2,0,3,0,0,1,0,1
0,0,2,55,3,3,0,1,0,2,0,5,21,0,3,4,2,0,3,1,0,0,1,0
0,0,2,80,3,2,1,1,0,2,0,5,21,0,3,4,2,0,3,0,0,0,1,0
2,0,2,55,4,2,1,1,0,2,0,5,21,0,3,4,2,0,3,1,1,0,1,0
2,0,2,55,4,0,0,1,0,2,0,5,21,0,3,4,2,0,3,1,1,0,1,0
2,0,2,80,4,3,0,1,0,2,0,5,21,0,3,4,2,0,3,1,0,0,1,1
2,0,2,80,4,1,1,1,0,2,0,5,21,0,3,4,2,0,3,0,0,1,0,1
2,0,2,55,4,4,0,1,0,2,0,5,21,0,3,4,2,0,3,0,0,0,1,1
2,0,2,55,4,2,1,1,0,2,0,5,21,0,3,4,2,0,3,1,0,0,1,0
1,0,2,55,2,4,0,0,0,3,0,1,15,7,0,0,0,0,0,0,0,0,1,1
1,1,2,80,0,2,1,0,0,3,0,1,15,7,0,0,0,0,0,0,0,0,1,1
1,1,2,80,0,1,1,0,0,3,0,1,15,7,0,0,0,0,0,1,0,0,1,1
1,1,2,80,2,2,1,0,0,3,0,1,15,7,0,0,0,0,0,1,0,0,1,1
1,1,2,80,2,2,0,0,0,3,0,1,15,7,0,0,0,0,0,1,0,0,1,1
1,1,2,80,3,4,1,0,0,3,0,1,15,7,0,0,0,0,0,1,0,0,1,1
1,1,2,55,2,1,0,0,0,3,0,1,15,7,0,0,0,0,0,1,0,0,1,1
1,3,2,80,0,2,1,0,0,3,0,1,15,7,0,0,0,0,0,0,0,0,1,1
1,3,2,80,0,3,0,0,0,3,0,1,15,7,0,0,0,0,0,0,0,0,1,1
1,3,2,80,0,0,1,0,0,3,0,1,15,7,0,0,0,0,0,0,0,0,1,0
1,3,2,80,0,2,1,0,0,3,0,1,15,7,0,0,0,0,0,1,0,0,1,1
1,3,2,80,3,4,1,0,0,3,0,1,15,7,0,0,0,0,0,0,0,0,1,1
1,3,2,80,3,0,0,0,0,3,0,1,15,7,0,0,0,0,0,1,0,0,1,1
0,0,2,55,3,0,0,0,0,3,0,1,15,7,0,0,0,0,0,0,0,1,0,1
0,0,2,55,3,3,0,0,0,3,0,1,15,7,0,0,0,0,0,1,0,0,1,1
0,0,2,80,3,2,1,0,0,3,0,1,15,7,0,0,0,0,0,0,0,0,1,0
2,0,2,55,4,2,1,0,0,3,0,1,15,7,0,0,0,0,0,1,1,0,1,1
2,0,2,55,4,0,0,0,0,3,0,1,15,7,0,0,0,0,0,1,1,0,1,1
2,0,2,80,4,3,0,0,0,3,0,1,15,7,0,0,0,0,0,1,0,0,1,0
2,0,2,80,4,1,1,0,0,3,0,1,15,7,0,0,0,0,0,0,0,1,0,0
2,0,2,55,4,4,0,0,0,3,0,1,15,7,0,0,0,0,0,0,0,0,1,0
2,0,2,55,4,2,1,0,0,3,0,1,15,7,0,0,0,0,0,1,0,0,1,0
1,0,2,55,2,4,0,0,0,2,0,3,24,8,0,4,1,0,3,0,0,0,1,1
1,1,2,80,0,2,1,0,0,2,0,3,24,8,0,4,1,0,3,0,0,0,1,1
1,1,2,80,0,0,0,0,0,2,0,3,24,8,0,4,1,0,3,0,0,0,1,1
1,1,2,80,0,1,1,0,0,2,0,3,24,8,0,4,1,0,3,1,0,0,1,1
1,1,2,80,2,2,0,0,0,2,0,3,24,8,0,4,1,0,3,0,0,0,1,1
1,1,2,80,2,2,1,0,0,2,0,3,24,8,0,4,1,0,3,1,0,0,1,1
1,1,2,80,2,2,0,0,0,2,0,3,24,8,0,4,1,0,3,1,0,0,1,1
1,1,2,80,2,4,0,0,0,2,0,3,24,8,0,4,1,0,3,1,0,0,1,1
1,1,2,80,3,2,1,0,0,2,0,3,24,8,0,4,1,0,3,0,0,0,1,0
1,1,2,80,3,4,1,0,0,2,0,3,24,8,0,4,1,0,3,1,0,0,1,1
1,1,2,55,2,2,1,0,0,2,0,3,24,8,0,4,1,0,3,0,0,0,1,0
1,1,2,55,2,1,0,0,0,2,0,3,24,8,0,4,1,0,3,1,0,0,1,1
1,0,2,55,0,2,1,0,0,2,0,3,24,8,0,4,1,0,3,0,0,0,1,1
0,0,2,55,3,0,0,0,0,2,0,3,24,8,0,4,1,0,3,0,0,1,0,1
0,0,2,55,3,3,0,0,0,2,0,3,24,8,0,4,1,0,3,1,0,0,1,0
0,0,2,80,3,2,1,0,0,2,0,3,24,8,0,4,1,0,3,0,0,0,1,0
2,0,2,55,4,2,1,0,0,2,0,3,24,8,0,4,1,0,3,1,1,0,1,1
2,0,2,55,4,0,0,0,0,2,0,3,24,8,0,4,1,0,3,1,1,0,1,0
2,0,2,80,4,3,0,0,0,2,0,3,24,8,0,4,1,0,3,1,0,0,1,1
2,0,2,80,4,1,1,0,0,2,0,3,24,8,0,4,1,0,3,0,0,1,0,1
2,0,2,55,4,4,0,0,0,2,0,3,24,8,0,4,1,0,3,0,0,0,1,0
2,0,2,55,4,2,1,0,0,2,0,3,24,8,0,4,1,0,3,1,0,0,1,0
1,0,2,55,2,4,0,0,2,1,1,2,24,5,4,3,0,3,3,0,0,0,1,1
1,1,2,80,0,2,1,0,2,1,1,2,24,5,4,3,0,3,3,0,0,0,1,1
1,1,2,80,0,1,1,0,2,1,1,2,24,5,4,3,0,3,3,1,0,0,1,1
1,1,2,80,2,2,1,0,2,1,1,2,24,5,4,3,0,3,3,1,0,0,1,0
1,1,2,80,2,2,0,0,2,1,1,2,24,5,4,3,0,3,3,1,0,0,1,0
1,1,2,80,3,4,1,0,2,1,1,2,24,5,4,3,0,3,3,1,0,0,1,1
1,1,2,55,2,1,0,0,2,1,1,2,24,5,4,3,0,3,3,1,0,0,1,1
1,2,2,80,0,4,1,0,2,1,1,2,24,5,4,3,0,3,3,1,0,0,1,1
1,2,2,80,0,1,1,0,2,1,1,2,24,5,4,3,0,3,3,1,0,0,1,0
1,2,2,80,0,0,0,0,2,1,1,2,24,5,4,3,0,3,3,1,0,0,1,0
1,2,2,80,2,4,0,0,2,1,1,2,24,5,4,3,0,3,3,0,0,0,1,1
1,2,2,55,2,4,0,0,2,1,1,2,24,5,4,3,0,3,3,1,0,0,1,1
1,2,2,55,3,2,1,0,2,1,1,2,24,5,4,3,0,3,3,1,0,0,1,0
0,0,2,55,3,0,0,0,2,1,1,2,24,5,4,3,0,3,3,0,0,1,0,1
0,0,2,55,3,3,0,0,2,1,1,2,24,5,4,3,0,3,3,1,0,0,1,1
0,0,2,80,3,2,1,0,2,1,1,2,24,5,4,3,0,3,3,0,0,0,1,0
2,0,2,55,4,2,1,0,2,1,1,2,24,5,4,3,0,3,3,1,1,0,1,1
2,0,2,55,4,0,0,0,2,1,1,2,24,5,4,3,0,3,3,1,1,0,1,0
2,0,2,80,4,3,0,0,2,1,1,2,24,5,4,3,0,3,3,1,0,0,1,1
2,0,2,80,4,1,1,0,2,1,1,2,24,5,4,3,0,3,3,0,0,1,0,1
2,0,2,55,4,4,0,0,2,1,1,2,24,5,4,3,0,3,3,0,0,0,1,1
2,0,2,55,4,2,1,0,2,1,1,2,24,5,4,3,0,3,3,1,0,0,1,0
1,0,2,55,2,4,0,0,4,0,1,1,1,1,4,2,3,0,4,0,0,0,1,1
1,1,2,80,0,2,1,0,4,0,1,1,1,1,4,2,3,0,4,0,0,0,1,1
1,1,2,80,0,1,1,0,4,0,1,1,1,1,4,2,3,0,4,1,0,0,1,0
1,1,2,80,2,2,1,0,4,0,1,1,1,1,4,2,3,0,4,1,0,0,1,1
1,1,2,80,2,2,0,0,4,0,1,1,1,1,4,2,3,0,4,1,0,0,1,1
